,Number_of_Pitches,Number_of_Pitch_Classes,Number_of_Common_Pitches,Number_of_Common_Pitch_Classes,Range,Importance_of_Bass_Register,Importance_of_Middle_Register,Importance_of_High_Register,Dominant_Spread,Strong_Tonal_Centres,Mean_Pitch,Mean_Pitch_Class,Most_Common_Pitch,Most_Common_Pitch_Class,Prevalence_of_Most_Common_Pitch,Prevalence_of_Most_Common_Pitch_Class,Relative_Prevalence_of_Top_Pitches,Relative_Prevalence_of_Top_Pitch_Classes,Interval_Between_Most_Prevalent_Pitches,Interval_Between_Most_Prevalent_Pitch_Classes,Pitch_Variability,Pitch_Class_Variability,Pitch_Class_Variability_After_Folding,Pitch_Skewness,Pitch_Class_Skewness,Pitch_Class_Skewness_After_Folding,Pitch_Kurtosis,Pitch_Class_Kurtosis,Pitch_Class_Kurtosis_After_Folding,Major_or_Minor,First_Pitch,First_Pitch_Class,Last_Pitch,Last_Pitch_Class,Most_Common_Melodic_Interval,Mean_Melodic_Interval,Number_of_Common_Melodic_Intervals,Distance_Between_Most_Prevalent_Melodic_Intervals,Prevalence_of_Most_Common_Melodic_Interval,Relative_Prevalence_of_Most_Common_Melodic_Intervals,Amount_of_Arpeggiation,Repeated_Notes,Chromatic_Motion,Stepwise_Motion,Melodic_Thirds,Melodic_Perfect_Fourths,Melodic_Tritones,Melodic_Perfect_Fifths,Melodic_Sixths,Melodic_Sevenths,Melodic_Octaves,Melodic_Large_Intervals,Minor_Major_Melodic_Third_Ratio,Melodic_Embellishments,Direction_of_Melodic_Motion,Average_Length_of_Melodic_Arcs,Average_Interval_Spanned_by_Melodic_Arcs,Melodic_Pitch_Variety,Simple_Initial_Meter,Compound_Initial_Meter,Complex_Initial_Meter,Duple_Initial_Meter,Triple_Initial_Meter,Quadruple_Initial_Meter,Metrical_Diversity,Total_Number_of_Notes,Note_Density_per_Quarter_Note,Note_Density_per_Quarter_Note_per_Voice,Note_Density_per_Quarter_Note_Variability,Range_of_Rhythmic_Values,Number_of_Different_Rhythmic_Values_Present,Number_of_Common_Rhythmic_Values_Present,Prevalence_of_Very_Short_Rhythmic_Values,Prevalence_of_Short_Rhythmic_Values,Prevalence_of_Medium_Rhythmic_Values,Prevalence_of_Long_Rhythmic_Values,Prevalence_of_Very_Long_Rhythmic_Values,Prevalence_of_Dotted_Notes,Shortest_Rhythmic_Value,Longest_Rhythmic_Value,Mean_Rhythmic_Value,Most_Common_Rhythmic_Value,Prevalence_of_Most_Common_Rhythmic_Value,Relative_Prevalence_of_Most_Common_Rhythmic_Values,Difference_Between_Most_Common_Rhythmic_Values,Rhythmic_Value_Variability,Rhythmic_Value_Skewness,Rhythmic_Value_Kurtosis,Mean_Rhythmic_Value_Run_Length,Median_Rhythmic_Value_Run_Length,Variability_in_Rhythmic_Value_Run_Lengths,Mean_Rhythmic_Value_Offset,Median_Rhythmic_Value_Offset,Variability_of_Rhythmic_Value_Offsets,Complete_Rests_Fraction,Partial_Rests_Fraction,Average_Rest_Fraction_Across_Voices,Longest_Complete_Rest,Longest_Partial_Rest,Mean_Complete_Rest_Duration,Mean_Partial_Rest_Duration,Median_Complete_Rest_Duration,Median_Partial_Rest_Duration,Variability_of_Complete_Rest_Durations,Variability_of_Partial_Rest_Durations,Variability_Across_Voices_of_Combined_Rests,Number_of_Strong_Rhythmic_Pulses_-_Tempo_Standardized,Number_of_Moderate_Rhythmic_Pulses_-_Tempo_Standardized,Number_of_Relatively_Strong_Rhythmic_Pulses_-_Tempo_Standardized,Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Second_Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Harmonicity_of_Two_Strongest_Rhythmic_Pulses_-_Tempo_Standardized,Strength_of_Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Strength_of_Second_Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Strength_Ratio_of_Two_Strongest_Rhythmic_Pulses_-_Tempo_Standardized,Combined_Strength_of_Two_Strongest_Rhythmic_Pulses_-_Tempo_Standardized,Rhythmic_Variability_-_Tempo_Standardized,Rhythmic_Looseness_-_Tempo_Standardized,Polyrhythms_-_Tempo_Standardized,Initial_Tempo,Mean_Tempo,Tempo_Variability,Duration_in_Seconds,Note_Density,Note_Density_Variability,Average_Time_Between_Attacks,Average_Time_Between_Attacks_for_Each_Voice,Variability_of_Time_Between_Attacks,Average_Variability_of_Time_Between_Attacks_for_Each_Voice,Minimum_Note_Duration,Maximum_Note_Duration,Average_Note_Duration,Variability_of_Note_Durations,Amount_of_Staccato,Number_of_Strong_Rhythmic_Pulses,Number_of_Moderate_Rhythmic_Pulses,Number_of_Relatively_Strong_Rhythmic_Pulses,Strongest_Rhythmic_Pulse,Second_Strongest_Rhythmic_Pulse,Harmonicity_of_Two_Strongest_Rhythmic_Pulses,Strength_of_Strongest_Rhythmic_Pulse,Strength_of_Second_Strongest_Rhythmic_Pulse,Strength_Ratio_of_Two_Strongest_Rhythmic_Pulses,Combined_Strength_of_Two_Strongest_Rhythmic_Pulses,Rhythmic_Variability,Rhythmic_Looseness,Polyrhythms
"D:\AlphaProject\_PythonML\pythonProject\melodies\title_halved\title_halved_382.mid",17.0, 7.0, 2.0, 1.0, 48.0, 0.02, 0.36, 0.62, 4.0, 3.0, 74.0, 5.02, 65.0, 5.0, 0.12, 0.3, 0.8333, 0.6667, 12.0, 3.0, 10.69, 2.599, 2.538, -0.1739, 0.02309, 0.3073, 6.479, 5.826, 8.991, 0.0, 65.0, 5.0, 78.0, 6.0, 1.0, 6.918, 3.0, 1.0, 0.1633, 0.875, 0.3878, 0.06122, 0.1633, 0.3061, 0.1633, 0.06122, 0.0, 0.06122, 0.1224, 0.04082, 0.02041, 0.1633, 1.0, 0.0, 0.5435, 1.704, 12.26, 6.321, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 0.6495, 0.6495, 0.2801, 6.0, 5.0, 2.0, 0.0, 0.5, 0.86, 0.26, 0.0, 0.2, 0.5, 4.0, 1.24, 0.5, 0.5, 0.4, 1.0, 1.221, 1.204, 7.52, 1.562, 1.0, 1.045, 0.2479, 0.125, 0.2766, 0.06604, 0.06604, 0.06604, 1.208, 1.208, 0.6429, 0.6429, 0.6042, 0.6042, 0.2707, 0.2707, 0.0, 4.0, 13.0, 7.0, 193.0, 49.0, 3.939, 0.1481, 0.1389, 1.067, 0.287, 0.02303, 0.2857, 0.1429, 120.0, 120.0, 0.0, 38.49, 1.299, 0.4951, 0.764, 0.764, 0.786, 0.786, 0.2917, 2.448, 0.719, 0.7605, 0.0, 4.0, 13.0, 7.0, 193.0, 49.0, 3.939, 0.1481, 0.1389, 1.067, 0.287, 0.02303, 0.2857, 0.1429
"D:\AlphaProject\_PythonML\pythonProject\melodies\title_halved\title_halved_383.mid",18.0, 7.0, 4.0, 3.0, 55.0, 0.04, 0.36, 0.6, 4.0, 2.0, 75.0, 5.06, 65.0, 8.0, 0.1, 0.28, 1.0, 0.7143, 3.0, 7.0, 13.57, 2.924, 2.013, 0.08401, 0.06157, 0.4472, 6.546, 5.193, 10.89, 0.0, 75.0, 3.0, 56.0, 8.0, 2.0, 8.918, 2.0, 1.0, 0.2245, 0.4545, 0.3061, 0.06122, 0.102, 0.3265, 0.1429, 0.08163, 0.0, 0.06122, 0.102, 0.0, 0.04082, 0.1837, 1.333, 0.02, 0.3478, 1.917, 16.71, 5.96, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 0.6419, 0.6419, 0.1987, 8.0, 6.0, 2.0, 0.0, 0.46, 0.88, 0.24, 0.04, 0.22, 0.5, 8.0, 1.355, 0.5, 0.46, 0.4783, 1.0, 1.691, 1.073, 14.78, 1.471, 1.0, 0.8611, 0.2062, 0.125, 0.2045, 0.08826, 0.08826, 0.08826, 2.438, 2.438, 0.706, 0.706, 0.5833, 0.5833, 0.6638, 0.6638, 0.0, 1.0, 20.0, 7.0, 193.0, 49.0, 3.939, 0.1546, 0.09278, 1.667, 0.2474, 0.01954, 0.5714, 0.1429, 120.0, 120.0, 0.0, 38.95, 1.284, 0.4198, 0.7783, 0.7783, 0.8543, 0.8543, 0.2917, 3.667, 0.7102, 0.8215, 0.0, 1.0, 20.0, 7.0, 193.0, 49.0, 3.939, 0.1546, 0.09278, 1.667, 0.2474, 0.01954, 0.5714, 0.1429
"D:\AlphaProject\_PythonML\pythonProject\melodies\title_halved\title_halved_384.mid",9.0, 7.0, 5.0, 2.0, 35.0, 0.32, 0.68, 0.0, 2.0, 2.0, 54.0, 5.6, 61.0, 4.0, 0.18, 0.3, 0.8889, 0.8667, 3.0, 7.0, 12.3, 3.99, 2.125, -1.444, 1.203, 0.1694, 5.147, 4.905, 6.827, 0.0, 68.0, 8.0, 64.0, 4.0, 28.0, 17.22, 4.0, 4.0, 0.1837, 0.8889, 0.1224, 0.08163, 0.04082, 0.102, 0.04082, 0.102, 0.0, 0.0, 0.02041, 0.0, 0.0, 0.6531, 0.0, 0.0, 0.4889, 1.286, 23.43, 7.3, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 1.852, 1.852, 0.9811, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.5, 1.0, 0.0, 2.0, 0.0, 0.0, 0.0, 50.0, 50.0, 0.0, 0.0, 0.0, 0.0, 0.07407, 0.07407, 0.07407, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0, 5.0, 5.0, 5.0, 120.0, 80.0, 1.5, 0.2074, 0.2028, 1.023, 0.4101, 0.03481, 0.0, 0.6, 250.0, 250.0, 0.0, 6.48, 7.716, 0.2176, 0.1295, 0.1295, 0.0332, 0.0332, 0.12, 0.12, 0.12, 0.0, 0.0, 5.0, 10.0, 10.0, 167.0, 100.0, 1.67, 0.1092, 0.1067, 1.023, 0.2159, 0.02427, 0.0, 0.1
"D:\AlphaProject\_PythonML\pythonProject\melodies\title_halved\title_halved_385.mid",10.0, 7.0, 3.0, 2.0, 33.0, 0.26, 0.74, 0.0, 2.0, 3.0, 55.0, 4.08, 61.0, 1.0, 0.3, 0.34, 0.6, 0.6471, 2.0, 3.0, 11.6, 3.51, 2.08, -1.438, 0.9231, -1.442, 5.776, 6.18, 6.234, 0.0, 59.0, 11.0, 40.0, 4.0, 0.0, 13.61, 4.0, 28.0, 0.2653, 0.6923, 0.2653, 0.2653, 0.04082, 0.1633, 0.0, 0.06122, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5102, 0.0, 0.0, 0.5278, 1.286, 22.96, 2.559, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 1.493, 1.493, 0.742, 5.0, 2.0, 1.0, 0.0, 0.98, 0.98, 0.02, 0.0, 0.02, 0.5, 3.0, 0.55, 0.5, 0.98, 0.02041, 5.0, 0.3536, 0.4243, 56.39, 16.67, 20.0, 14.29, 0.01, 0.0, 0.07071, 0.194, 0.194, 0.194, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 2.311E-16, 2.311E-16, 0.0, 5.0, 5.0, 5.0, 120.0, 80.0, 1.5, 0.2209, 0.2093, 1.056, 0.4302, 0.03489, 0.0, 0.6, 250.0, 250.0, 0.0, 8.04, 6.219, 0.2677, 0.1614, 0.1614, 0.08325, 0.08325, 0.12, 0.6, 0.1296, 0.06788, 0.0, 6.0, 10.0, 10.0, 167.0, 100.0, 1.67, 0.1169, 0.1104, 1.059, 0.2273, 0.02432, 0.0, 0.1
"D:\AlphaProject\_PythonML\pythonProject\melodies\title_halved\title_halved_386.mid",11.0, 7.0, 4.0, 2.0, 31.0, 0.04, 0.08, 0.88, 3.0, 2.0, 75.0, 4.84, 73.0, 1.0, 0.3, 0.4, 0.6667, 0.6, 5.0, 5.0, 7.208, 3.76, 1.796, -0.5661, -0.1277, 0.0, 9.091, 5.288, 7.164, 0.0, 78.0, 6.0, 73.0, 1.0, 5.0, 6.592, 3.0, 5.0, 0.2449, 0.8333, 0.3265, 0.2041, 0.02041, 0.102, 0.04082, 0.2449, 0.06122, 0.04082, 0.1224, 0.02041, 0.0, 0.1633, 0.0, 0.04, 0.4615, 1.219, 9.562, 3.132, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 1.791, 1.791, 0.1345, 4.0, 4.0, 2.0, 0.9, 0.9, 0.1, 0.0, 0.0, 0.08, 0.125, 1.0, 0.25, 0.25, 0.46, 0.9565, 1.0, 0.1972, 0.0, 11.91, 1.515, 1.0, 1.642, 0.02271, 0.01042, 0.02059, 0.5272, 0.5272, 0.5272, 1.833, 1.833, 0.6004, 0.6004, 0.5, 0.5, 0.2862, 0.2862, 0.0, 4.0, 8.0, 8.0, 120.0, 60.0, 2.0, 0.1911, 0.1778, 1.075, 0.3689, 0.02887, 0.0, 0.375, 120.0, 120.0, 0.0, 13.96, 3.582, 0.1809, 0.2806, 0.2806, 0.1707, 0.1707, 0.08333, 0.4583, 0.132, 0.08915, 0.44, 4.0, 8.0, 8.0, 120.0, 60.0, 2.0, 0.1911, 0.1778, 1.075, 0.3689, 0.02887, 0.0, 0.375
"D:\AlphaProject\_PythonML\pythonProject\melodies\title_halved\title_halved_387.mid",11.0, 7.0, 2.0, 2.0, 24.0, 0.16, 0.18, 0.66, 2.0, 1.0, 69.0, 3.52, 73.0, 1.0, 0.54, 0.56, 0.2963, 0.3929, 19.0, 5.0, 7.581, 3.278, 1.239, -1.472, 2.306, 0.2904, 6.654, 5.972, 8.367, 0.0, 54.0, 6.0, 73.0, 1.0, 0.0, 7.98, 3.0, 19.0, 0.3469, 0.5294, 0.449, 0.3469, 0.04082, 0.1837, 0.06122, 0.0, 0.0, 0.02041, 0.02041, 0.02041, 0.0, 0.3469, 0.0, 0.06, 0.4062, 1.391, 16.78, 3.711, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 1.797, 1.797, 0.2074, 3.0, 4.0, 3.0, 0.8, 0.82, 0.2, 0.0, 0.0, 0.18, 0.125, 0.75, 0.3025, 0.25, 0.46, 0.7391, 1.0, 0.2232, 0.7058, 6.722, 1.163, 1.0, 0.6521, 0.01708, 0.01042, 0.01832, 0.4362, 0.4362, 0.4362, 1.833, 1.833, 0.5885, 0.5885, 0.5, 0.5, 0.3162, 0.3162, 0.0, 3.0, 8.0, 8.0, 120.0, 60.0, 2.0, 0.1948, 0.1775, 1.098, 0.3723, 0.02901, 0.0, 0.375, 120.0, 120.0, 0.0, 13.91, 3.594, 0.3903, 0.2729, 0.2729, 0.1692, 0.1692, 0.08333, 0.375, 0.1569, 0.105, 0.34, 3.0, 8.0, 8.0, 120.0, 60.0, 2.0, 0.1948, 0.1775, 1.098, 0.3723, 0.02901, 0.0, 0.375
"D:\AlphaProject\_PythonML\pythonProject\melodies\title_halved\title_halved_388.mid",3.0, 3.0, 3.0, 3.0, 7.0, 0.0, 0.74, 0.26, 3.0, 1.0, 71.0, 8.18, 69.0, 9.0, 0.5, 0.5, 0.52, 0.52, 7.0, 5.0, 2.929, 2.632, 0.8283, 0.3072, -0.9347, -0.9417, 5.399, 5.472, 5.045, 0.0, 76.0, 4.0, 69.0, 9.0, 7.0, 4.551, 2.0, 5.0, 0.5102, 0.96, 0.5102, 0.0, 0.0, 0.4898, 0.0, 0.0, 0.0, 0.5102, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4898, 1.021, 4.5, 2.979, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 2.001, 2.001, 1.001, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.5, 1.0, 0.0, 2.0, 0.0, 0.0, 0.0, 50.0, 50.0, 0.0, 0.01042, 0.01042, 5.257E-18, 0.02043, 0.02043, 0.02043, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 5.0, 5.0, 120.0, 80.0, 1.5, 0.2087, 0.2043, 1.021, 0.413, 0.03482, 0.0, 0.6, 170.0, 170.0, 1.39E-11, 8.82, 5.669, 0.02676, 0.1746, 0.1746, 1.122E-16, 1.122E-16, 0.1728, 0.1728, 0.1728, 1.402E-16, 0.0, 7.0, 7.0, 7.0, 170.0, 113.0, 1.504, 0.1524, 0.1492, 1.021, 0.3016, 0.02925, 0.0, 0.2857
"D:\AlphaProject\_PythonML\pythonProject\melodies\title_halved\title_halved_389.mid",3.0, 3.0, 3.0, 3.0, 7.0, 0.0, 0.76, 0.24, 3.0, 2.0, 71.0, 8.32, 69.0, 9.0, 0.5, 0.5, 0.52, 0.52, 2.0, 2.0, 2.85, 2.591, 0.8466, 0.2105, -0.7874, -0.8505, 5.625, 5.679, 4.949, 0.0, 71.0, 11.0, 69.0, 9.0, 2.0, 4.449, 2.0, 5.0, 0.5102, 0.96, 0.4898, 0.0, 0.0, 0.5102, 0.0, 0.0, 0.0, 0.4898, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4898, 1.021, 4.5, 2.979, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 2.0, 2.0, 1.044, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.5, 1.0, 0.0, 2.0, 0.0, 0.0, 0.0, 50.0, 50.0, 0.0, 0.01042, 0.01042, 5.257E-18, 0.02083, 0.02083, 0.02083, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 5.0, 5.0, 120.0, 80.0, 1.5, 0.2087, 0.2043, 1.021, 0.413, 0.03482, 0.0, 0.6, 170.0, 170.0, 1.39E-11, 8.824, 5.667, 0.03068, 0.1746, 0.1746, 1.122E-16, 1.122E-16, 0.1728, 0.1728, 0.1728, 1.402E-16, 0.0, 7.0, 7.0, 7.0, 170.0, 113.0, 1.504, 0.1524, 0.1492, 1.021, 0.3016, 0.02925, 0.0, 0.2857
"D:\AlphaProject\_PythonML\pythonProject\melodies\title_halved\title_halved_390.mid",19.0, 6.0, 3.0, 2.0, 57.0, 0.14, 0.28, 0.58, 4.0, 2.0, 72.0, 7.68, 83.0, 11.0, 0.18, 0.4, 0.6667, 0.6, 12.0, 5.0, 13.81, 3.248, 1.641, -0.5996, -1.219, 0.07313, 7.227, 4.955, 7.521, 0.0, 59.0, 11.0, 88.0, 4.0, 12.0, 11.98, 4.0, 10.0, 0.1633, 0.75, 0.5102, 0.102, 0.08163, 0.2041, 0.1224, 0.102, 0.0, 0.02041, 0.0, 0.06122, 0.1633, 0.2245, 0.5, 0.0, 0.5227, 1.692, 22.19, 4.741, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 3.141, 3.141, 0.5359, 3.0, 3.0, 2.0, 0.98, 0.98, 0.02, 0.0, 0.0, 0.02, 0.125, 0.75, 0.1625, 0.125, 0.78, 1.0, 0.0, 0.09862, 1.141, 32.41, 6.25, 4.0, 6.692, 0.05083, 0.04167, 0.01744, 0.3403, 0.3403, 0.3403, 0.3333, 0.3333, 0.1944, 0.1944, 0.1667, 0.1667, 0.06487, 0.06487, 0.0, 4.0, 10.0, 10.0, 120.0, 80.0, 1.5, 0.1196, 0.1074, 1.114, 0.227, 0.02431, 0.0, 0.3, 133.0, 133.0, 8.47E-12, 7.18, 6.963, 0.2418, 0.1438, 0.1438, 0.05639, 0.05639, 0.07519, 0.3008, 0.09474, 0.04245, 0.78, 1.0, 11.0, 11.0, 133.0, 89.0, 1.494, 0.1105, 0.09915, 1.114, 0.2096, 0.02313, 0.0, 0.09091
"D:\AlphaProject\_PythonML\pythonProject\melodies\title_halved\title_halved_391.mid",18.0, 7.0, 2.0, 2.0, 57.0, 0.08, 0.18, 0.74, 4.0, 2.0, 74.0, 7.34, 83.0, 11.0, 0.24, 0.34, 0.5, 0.6471, 5.0, 5.0, 15.01, 3.255, 1.898, -0.6437, 1.235, 0.4742, 8.608, 4.797, 6.82, 0.0, 87.0, 3.0, 63.0, 3.0, 2.0, 14.9, 2.0, 3.0, 0.1429, 1.0, 0.3265, 0.08163, 0.08163, 0.2245, 0.102, 0.1429, 0.0, 0.06122, 0.0, 0.04082, 0.0, 0.3469, 0.25, 0.0, 0.4444, 1.406, 22.72, 4.81, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 2.791, 2.791, 1.626, 3.0, 3.0, 2.0, 0.96, 0.96, 0.04, 0.0, 0.0, 0.04, 0.125, 0.75, 0.195, 0.125, 0.6, 1.0, 0.0, 0.1292, 1.626, 18.99, 3.846, 4.0, 2.41, 0.05833, 0.04167, 0.02062, 0.3116, 0.3116, 0.3116, 0.1667, 0.1667, 0.1667, 0.1667, 0.1667, 0.1667, 0.0, 0.0, 0.0, 4.0, 10.0, 10.0, 120.0, 40.0, 3.0, 0.1205, 0.1075, 1.121, 0.228, 0.02432, 0.0, 0.3, 133.0, 133.0, 9.266E-12, 8.083, 6.186, 0.947, 0.1599, 0.1599, 0.06511, 0.06511, 0.07519, 0.3008, 0.1113, 0.05314, 0.6, 1.0, 11.0, 11.0, 133.0, 45.0, 2.956, 0.1114, 0.0994, 1.121, 0.2108, 0.02314, 0.0, 0.09091
"D:\AlphaProject\_PythonML\pythonProject\melodies\title_halved\title_halved_392.mid",18.0, 10.0, 2.0, 2.0, 31.0, 0.54, 0.4, 0.06, 2.0, 1.0, 57.0, 6.6, 53.0, 5.0, 0.32, 0.4, 0.625, 0.8, 7.0, 5.0, 8.866, 2.928, 3.09, 1.353, 1.64, -0.9707, 5.802, 5.676, 8.94, 0.0, 58.0, 10.0, 77.0, 5.0, 7.0, 5.449, 4.0, 7.0, 0.4286, 0.3333, 0.6531, 0.1429, 0.02041, 0.1633, 0.04082, 0.1224, 0.0, 0.4286, 0.02041, 0.02041, 0.02041, 0.04082, 0.0, 0.0, 0.5952, 1.5, 9.107, 2.533, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 1.789, 1.789, 1.126, 5.0, 5.0, 2.0, 0.56, 0.74, 0.44, 0.08, 0.0, 0.04, 0.25, 2.0, 0.56, 0.25, 0.56, 0.3214, 1.0, 0.504, 1.845, 9.531, 1.724, 1.0, 1.36, 0.01146, 0.01042, 0.006819, 0.01603, 0.01603, 0.01603, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 10.0, 10.0, 120.0, 60.0, 2.0, 0.1189, 0.1025, 1.16, 0.2213, 0.02011, 0.3, 0.3, 93.0, 93.0, 7.319E-12, 18.03, 2.773, 1.613, 0.3566, 0.3566, 0.3282, 0.3282, 0.131, 1.284, 0.3548, 0.3254, 0.0, 4.0, 10.0, 8.0, 93.0, 47.0, 1.979, 0.1457, 0.1357, 1.074, 0.2814, 0.02429, 0.0, 0.25
"D:\AlphaProject\_PythonML\pythonProject\melodies\title_halved\title_halved_393.mid",19.0, 7.0, 2.0, 2.0, 41.0, 0.26, 0.52, 0.22, 5.0, 1.0, 62.0, 5.24, 70.0, 5.0, 0.14, 0.24, 0.7143, 0.9167, 5.0, 5.0, 11.63, 3.414, 3.921, -0.6193, 0.2109, -1.04, 5.457, 5.216, 6.101, 0.0, 58.0, 10.0, 63.0, 3.0, 2.0, 5.898, 4.0, 5.0, 0.3265, 0.75, 0.3265, 0.08163, 0.102, 0.4286, 0.0, 0.102, 0.0, 0.2449, 0.0, 0.0, 0.0, 0.1429, 0.0, 0.0, 0.6889, 2.045, 12.73, 4.476, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 1.852, 1.852, 0.6896, 6.0, 7.0, 1.0, 0.66, 0.78, 0.32, 0.06, 0.0, 0.08, 0.25, 3.0, 0.525, 0.25, 0.66, 0.1818, 1.0, 0.5562, 1.483, 14.85, 2.083, 1.0, 1.666, 0.03063, 0.01042, 0.08198, 0.03261, 0.03261, 0.03261, 0.2109, 0.2109, 0.2109, 0.2109, 0.2109, 0.2109, 0.0, 0.0, 0.0, 0.0, 14.0, 10.0, 120.0, 160.0, 1.333, 0.09859, 0.09859, 1.0, 0.1972, 0.01737, 0.7, 0.3, 93.0, 93.0, 7.262E-12, 17.42, 2.871, 1.165, 0.3379, 0.3379, 0.361, 0.361, 0.1546, 1.707, 0.337, 0.3585, 0.0, 3.0, 14.0, 8.0, 186.0, 93.0, 2.0, 0.1484, 0.1154, 1.286, 0.2637, 0.02215, 0.5, 0.375
"D:\AlphaProject\_PythonML\pythonProject\melodies\title_halved\title_halved_394.mid",11.0, 8.0, 4.0, 2.0, 39.0, 0.04, 0.12, 0.84, 2.0, 3.0, 76.0, 7.16, 79.0, 7.0, 0.36, 0.38, 0.6111, 0.6842, 4.0, 4.0, 9.736, 2.992, 3.642, -0.7642, 0.1604, 0.8567, 8.257, 5.887, 6.081, 0.0, 77.0, 5.0, 52.0, 4.0, 2.0, 5.776, 3.0, 2.0, 0.2857, 0.7857, 0.5102, 0.08163, 0.04082, 0.3265, 0.4286, 0.0, 0.02041, 0.0, 0.0, 0.0, 0.0, 0.1429, 0.9091, 0.0, 0.5111, 2.647, 14.82, 4.026, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 2.299, 2.299, 1.475, 4.0, 5.0, 1.0, 0.84, 0.86, 0.16, 0.0, 0.0, 0.12, 0.125, 1.0, 0.2325, 0.125, 0.78, 1.0, 0.0, 0.2356, 1.369, 9.093, 4.545, 2.0, 8.825, 0.04417, 0.04167, 0.01958, 0.41, 0.41, 0.41, 1.333, 1.333, 0.4931, 0.4931, 0.3333, 0.3333, 0.3996, 0.3996, 0.0, 5.0, 10.0, 10.0, 120.0, 160.0, 1.333, 0.1229, 0.113, 1.088, 0.2359, 0.0244, 0.0, 0.3, 135.0, 135.0, 1.671E-11, 9.667, 5.172, 2.646, 0.1939, 0.1939, 0.1891, 0.1891, 0.07407, 0.4444, 0.1141, 0.08848, 0.78, 2.0, 11.0, 11.0, 135.0, 180.0, 1.333, 0.1138, 0.1046, 1.088, 0.2185, 0.02322, 0.0, 0.2727
